Date,Close
2/01/2019,138.624755859375
3/01/2019,133.37704467773438
4/01/2019,128.87664794921875
7/01/2019,125.10523986816406
8/01/2019,122.0467300415039
9/01/2019,119.56238555908203
10/01/2019,117.48585510253906
11/01/2019,115.67143249511719
14/01/2019,114.01197052001953
15/01/2019,112.43941497802734
16/01/2019,110.91715240478516
17/01/2019,109.43014526367188
18/01/2019,107.97584533691406
22/01/2019,106.557373046875
23/01/2019,105.17923736572266
24/01/2019,103.84502410888672
25/01/2019,102.55661010742188
28/01/2019,101.31409454345703
29/01/2019,100.11629486083984
30/01/2019,98.9612045288086
31/01/2019,97.84645080566406
1/02/2019,96.76962280273438
4/02/2019,95.72848510742188
5/02/2019,94.72099304199219
6/02/2019,93.7453842163086
7/02/2019,92.80011749267578
8/02/2019,91.88384246826172
11/02/2019,90.9953384399414
12/02/2019,90.13349914550781
13/02/2019,89.29730224609375
14/02/2019,88.48577880859375
15/02/2019,87.69801330566406
19/02/2019,86.9331283569336
20/02/2019,86.19029235839844
21/02/2019,85.46868133544922
22/02/2019,84.76756286621094
25/02/2019,84.08618927001953
26/02/2019,83.42386627197266
27/02/2019,82.77995300292969
28/02/2019,82.15379333496094
1/03/2019,81.5447998046875
4/03/2019,80.952392578125
5/03/2019,80.37602233886719
6/03/2019,79.81515502929688
7/03/2019,79.269287109375
8/03/2019,78.73794555664062
11/03/2019,78.22066497802734
12/03/2019,77.71699523925781
13/03/2019,77.22651672363281
14/03/2019,76.74880981445312
15/03/2019,76.28350067138672
18/03/2019,75.83020782470703
19/03/2019,75.38855743408203
20/03/2019,74.95820617675781
21/03/2019,74.5388412475586
22/03/2019,74.13011169433594
25/03/2019,73.7317123413086
26/03/2019,73.34334564208984
27/03/2019,72.96472930908203
28/03/2019,72.59557342529297
29/03/2019,72.2356185913086
1/04/2019,71.88460540771484
2/04/2019,71.54228210449219
3/04/2019,71.2083969116211
4/04/2019,70.88272857666016
5/04/2019,70.5650405883789
8/04/2019,70.255126953125
9/04/2019,69.95276641845703
10/04/2019,69.65775299072266
11/04/2019,69.36990356445312
12/04/2019,69.0890121459961
15/04/2019,68.81489562988281
16/04/2019,68.54737854003906
17/04/2019,68.28628540039062
18/04/2019,68.03144836425781
22/04/2019,67.78270721435547
23/04/2019,67.53990173339844
24/04/2019,67.30287170410156
25/04/2019,67.07147979736328
26/04/2019,66.84557342529297
29/04/2019,66.62500762939453
30/04/2019,66.40966033935547
1/05/2019,66.19938659667969
2/05/2019,65.99407196044922
3/05/2019,65.79356384277344
6/05/2019,65.59777069091797
7/05/2019,65.40655517578125
8/05/2019,65.21981048583984
9/05/2019,65.03742980957031
10/05/2019,64.85929870605469
13/05/2019,64.68531799316406
14/05/2019,64.515380859375
15/05/2019,64.3493881225586
16/05/2019,64.18724822998047
17/05/2019,64.02886199951172
20/05/2019,63.87413787841797
21/05/2019,63.72298812866211
22/05/2019,63.5753288269043
23/05/2019,63.431068420410156
24/05/2019,63.290130615234375
28/05/2019,63.15243148803711
29/05/2019,63.01789093017578
30/05/2019,62.886444091796875
31/05/2019,62.75801086425781
3/06/2019,62.63251495361328
4/06/2019,62.50989532470703
5/06/2019,62.390071868896484
6/06/2019,62.272987365722656
7/06/2019,62.158573150634766
10/06/2019,62.04676818847656
11/06/2019,61.9375114440918
12/06/2019,61.83073806762695
13/06/2019,61.72639846801758
14/06/2019,61.624427795410156
17/06/2019,61.52477264404297
18/06/2019,61.42737579345703
19/06/2019,61.332191467285156
20/06/2019,61.239158630371094
21/06/2019,61.14823532104492
24/06/2019,61.05936813354492
25/06/2019,60.97250747680664
26/06/2019,60.88760757446289
27/06/2019,60.80462646484375
28/06/2019,60.72351837158203
1/07/2019,60.64424133300781
2/07/2019,60.566749572753906
3/07/2019,60.491004943847656
5/07/2019,60.416969299316406
8/07/2019,60.344600677490234
9/07/2019,60.27385330200195
10/07/2019,60.20469665527344
11/07/2019,60.1370964050293
12/07/2019,60.07101821899414
15/07/2019,60.00642013549805
16/07/2019,59.94327163696289
17/07/2019,59.88154220581055
18/07/2019,59.82119369506836
19/07/2019,59.76219940185547
22/07/2019,59.704524993896484
23/07/2019,59.64814376831055
24/07/2019,59.59302520751953
25/07/2019,59.53913879394531
26/07/2019,59.48645782470703
29/07/2019,59.4349479675293
30/07/2019,59.38459777832031
31/07/2019,59.33536911010742
1/08/2019,59.2872428894043
2/08/2019,59.24018859863281
5/08/2019,59.19418716430664
6/08/2019,59.14921188354492
7/08/2019,59.1052360534668
8/08/2019,59.0622444152832
9/08/2019,59.02021408081055
12/08/2019,58.97911834716797
13/08/2019,58.938934326171875
14/08/2019,58.8996467590332
15/08/2019,58.861236572265625
16/08/2019,58.82367706298828
19/08/2019,58.78696060180664
20/08/2019,58.75105667114258
21/08/2019,58.71595001220703
22/08/2019,58.68162536621094
23/08/2019,58.648067474365234
26/08/2019,58.61525344848633
27/08/2019,58.583168029785156
28/08/2019,58.55179214477539
29/08/2019,58.521114349365234
30/08/2019,58.491119384765625
3/09/2019,58.461788177490234
4/09/2019,58.433109283447266
5/09/2019,58.40507125854492
6/09/2019,58.37765121459961
9/09/2019,58.3508415222168
10/09/2019,58.32463073730469
11/09/2019,58.29899597167969
12/09/2019,58.273929595947266
13/09/2019,58.249420166015625
16/09/2019,58.2254524230957
17/09/2019,58.2020149230957
18/09/2019,58.179100036621094
19/09/2019,58.15669250488281
20/09/2019,58.1347770690918
23/09/2019,58.11334991455078
24/09/2019,58.09239959716797
25/09/2019,58.07191467285156
26/09/2019,58.0518798828125
27/09/2019,58.032291412353516
30/09/2019,58.01313400268555
1/10/2019,57.99440002441406
2/10/2019,57.9760856628418
3/10/2019,57.95817565917969
4/10/2019,57.94065856933594
7/10/2019,57.92353057861328
8/10/2019,57.90678024291992
9/10/2019,57.890403747558594
10/10/2019,57.874385833740234
11/10/2019,57.85872268676758
14/10/2019,57.843406677246094
15/10/2019,57.82843017578125
16/10/2019,57.813785552978516
17/10/2019,57.799461364746094
18/10/2019,57.78545379638672
21/10/2019,57.77175521850586
22/10/2019,57.758358001708984
23/10/2019,57.74526596069336
24/10/2019,57.73245620727539
25/10/2019,57.71992874145508
28/10/2019,57.70768356323242
29/10/2019,57.69570541381836
30/10/2019,57.68399429321289
31/10/2019,57.67253875732422
1/11/2019,57.661338806152344
4/11/2019,57.650386810302734
5/11/2019,57.63967514038086
6/11/2019,57.62919616699219
7/11/2019,57.61894989013672
8/11/2019,57.60893249511719
11/11/2019,57.5991325378418
12/11/2019,57.58955001831055
13/11/2019,57.580177307128906
14/11/2019,57.571014404296875
15/11/2019,57.56205749511719
18/11/2019,57.55329513549805
19/11/2019,57.54473114013672
20/11/2019,57.53635025024414
21/11/2019,57.52815246582031
22/11/2019,57.520137786865234
25/11/2019,57.51230239868164
26/11/2019,57.504638671875
27/11/2019,57.49713897705078
29/11/2019,57.489810943603516
2/12/2019,57.482643127441406
3/12/2019,57.47563552856445
4/12/2019,57.46877670288086
5/12/2019,57.462074279785156
6/12/2019,57.45551681518555
9/12/2019,57.44910430908203
10/12/2019,57.44282913208008
11/12/2019,57.43669509887695
12/12/2019,57.430694580078125
13/12/2019,57.42483139038086
16/12/2019,57.419097900390625
17/12/2019,57.413490295410156
18/12/2019,57.40800476074219
19/12/2019,57.40264129638672
20/12/2019,57.397396087646484
23/12/2019,57.39226531982422
24/12/2019,57.38724899291992
26/12/2019,57.38234329223633
27/12/2019,57.37754440307617
30/12/2019,57.37285232543945
31/12/2019,57.36826705932617
2/01/2020,57.36377716064453
3/01/2020,57.35938262939453
6/01/2020,57.35508728027344
7/01/2020,57.35089111328125
8/01/2020,57.34678649902344
9/01/2020,57.3427734375
10/01/2020,57.338844299316406
13/01/2020,57.33500289916992
14/01/2020,57.33125305175781
15/01/2020,57.327579498291016
16/01/2020,57.32398223876953
17/01/2020,57.32046890258789
21/01/2020,57.31703186035156
22/01/2020,57.31367492675781
23/01/2020,57.31039047241211
24/01/2020,57.30717849731445
27/01/2020,57.30403518676758
28/01/2020,57.300960540771484
29/01/2020,57.29795837402344
30/01/2020,57.29501724243164
31/01/2020,57.29214096069336
3/02/2020,57.28933334350586
4/02/2020,57.286582946777344
5/02/2020,57.28389358520508
6/02/2020,57.28126525878906
7/02/2020,57.27869415283203
10/02/2020,57.27618408203125
11/02/2020,57.27372741699219
12/02/2020,57.27132034301758
13/02/2020,57.26896667480469
14/02/2020,57.26667022705078
