Date,Open,High,Low,Close,Adj Close,Volume
14/04/2010,38.83425007,39.29325027,38.77350082,39.27075062,39.27075062,7952060.4
15/04/2010,39.29774952,39.38774986,39.09975014,39.23925076,39.23925076,4978460.4
16/04/2010,39.21899986,39.50699959,39.07949924,39.18300076,39.18300076,8947100.4
19/04/2010,39.08174973,39.26624966,38.625,38.99625034,38.99625034,6427460.4
20/04/2010,39.20550041,39.43950062,39.08174973,39.40800076,39.40800076,3865700.4
21/04/2010,39.48899918,39.56775055,39.28874931,39.54300041,39.54300041,5659940.4
22/04/2010,39.49124966,40.51949959,39.3,40.35749931,40.35749931,9034940.4
23/04/2010,40.31024952,40.46550007,39.8625,40.23600082,40.23600082,5478860.4
26/04/2010,40.34625034,40.5375,40.24275055,40.31024952,40.31024952,3493460.4
27/04/2010,40.46775055,40.46775055,39.64650021,39.70724945,39.70724945,4606580.4
28/04/2010,39.85124931,39.85349979,39.48224945,39.78375034,39.78375034,5283740.4
29/04/2010,39.93675041,40.27874966,39.81525021,40.23149986,40.23149986,3666980.4
30/04/2010,40.29000034,40.29000034,39.6375,39.65999966,39.65999966,4011140.4
3/05/2010,39.76800041,40.26074924,39.69375,40.13700027,40.13700027,4170620.4
4/05/2010,40.425,40.49025021,39.59925041,39.88274918,39.88274918,8194340.4
5/05/2010,39.6375,39.84900055,39.44174938,39.57450027,39.57450027,6563180.4
6/05/2010,39.51825027,39.78149986,37.5,38.60250034,38.60250034,14665700.4
7/05/2010,38.61825027,38.71274986,37.54050007,37.84199924,37.84199924,12497060.4
10/05/2010,38.95575027,39.65550041,38.88600082,39.63524952,39.63524952,10368740.4
11/05/2010,39.29099979,40.17750034,39.26175041,39.79499931,39.79499931,9001100.4
12/05/2010,39.93899918,40.32599945,39.93899918,40.29000034,40.29000034,8845580.4
13/05/2010,40.29000034,40.61399918,39.84675007,39.90300007,39.90300007,10195580.4
14/05/2010,39.75449924,39.81074924,39.14025021,39.46200027,39.46200027,7114700.4
17/05/2010,39.64199924,39.92549973,38.9625,39.57899952,39.57899952,6039020.4
18/05/2010,39.975,40.12574959,39.16049938,39.33600082,39.33600082,6923540.4
19/05/2010,39.04124966,39.24149952,38.34600048,38.75999966,38.75999966,9524180.4
20/05/2010,38.14799938,38.68574924,37.92524986,38.18174973,38.18174973,15710060.4
21/05/2010,37.03650055,39.31574993,37.02975082,39.12899952,39.12899952,39237140.4
24/05/2010,38.92425041,39.52949924,38.87700062,38.89275055,38.89275055,8348420.4
25/05/2010,38.40449924,38.90625,38.13000069,38.87924938,38.87924938,10247060.4
26/05/2010,39.02100048,39.70275021,38.95349979,39.24375,39.24375,11416340.4
27/05/2010,39.67574959,39.975,39.61049938,39.975,39.975,9034220.4
28/05/2010,39.81074924,40.0875,39.60600014,39.86924973,39.86924973,8474060.4
1/06/2010,39.36974945,39.96825027,39.36974945,39.50024986,39.50024986,7562180.4
2/06/2010,39.73425007,40.29900055,39.47324924,40.29900055,40.29900055,6715460.4
3/06/2010,40.51500034,41.95049973,40.48574924,41.81999931,41.81999931,23893940.4
4/06/2010,41.2125,42.07874966,40.36649952,40.56899986,40.56899986,23232260.4
7/06/2010,40.66800041,40.98524952,40.11450062,40.17750034,40.17750034,9718580.4
8/06/2010,40.44749966,40.59149952,39.83549938,40.2,40.2,13037060.4
9/06/2010,40.46100082,41.08425007,40.32824993,40.42949924,40.42949924,8731100.4
10/06/2010,40.95600014,41.24625034,40.72649918,41.19449959,41.19449959,8766020.4
11/06/2010,40.76024952,42.19575062,40.76024952,42.14399986,42.14399986,12767060.4
14/06/2010,42.21374931,42.24524918,41.39025021,41.4375,41.4375,13506860.4
15/06/2010,41.61974945,41.91450062,41.42175007,41.77725048,41.77725048,11781380.4
16/06/2010,41.59950027,41.79074993,41.35424938,41.62649918,41.62649918,9177500.4
17/06/2010,41.76825027,42.35550041,41.62425041,42.24749966,42.24749966,12692900.4
18/06/2010,42.19799938,42.225,41.85374966,41.93700027,41.93700027,9050060.4
21/06/2010,42.31500034,42.43650055,41.67824993,41.86725082,41.86725082,9943580.4
22/06/2010,41.75250034,41.95724945,40.94925041,41.07750034,41.07750034,11996660.4
23/06/2010,41.26875,41.50500069,40.82100048,41.31150055,41.31150055,10204580.4
24/06/2010,41.43975048,41.46899986,40.73774986,40.88400021,40.88400021,10332380.4
25/06/2010,41.05724945,41.09550076,40.57800007,41.01450062,41.01450062,7467500.4
28/06/2010,41.07524986,41.17425041,40.84575062,40.93799973,40.93799973,5753900.4
29/06/2010,40.58474979,40.58474979,39.4125,39.61725082,39.61725082,13679300.4
30/06/2010,39.53849945,40.10324993,39.50024986,39.70949993,39.70949993,13951460.4
1/07/2010,39.67350082,40.11450062,39.21225014,39.99074993,39.99074993,11778500.4
2/07/2010,40.04699993,40.41374931,39.83100014,39.99975014,39.99975014,8838740.4
6/07/2010,40.38449993,40.68824959,39.96374931,40.22475014,40.22475014,9659180.4
7/07/2010,40.20225048,40.98300076,40.15275021,40.96049938,40.96049938,9955820.4
8/07/2010,41.30024986,41.34300041,40.67249966,41.00324993,41.00324993,7119740.4
9/07/2010,40.96949959,41.18325062,40.85699959,41.05049973,41.05049973,3993500.4
12/07/2010,40.97175007,41.26875,40.76699924,41.06624966,41.06624966,4080260.4
13/07/2010,41.29575062,41.61299973,41.1,41.47125034,41.47125034,5580380.4
14/07/2010,41.76599979,42.09675007,41.63549938,41.93925076,41.93925076,7744700.4
15/07/2010,41.97750034,42.04724979,41.64675007,41.99774952,41.99774952,5483180.4
16/07/2010,41.84025021,41.86274986,41.05275021,41.11125069,41.11125069,6303980.4
19/07/2010,41.10674973,41.44875069,40.99875069,41.24174938,41.24174938,7198580.4
20/07/2010,40.77824993,41.39025021,40.52624931,41.35200062,41.35200062,5856140.4
21/07/2010,41.48249931,41.65800076,41.05949993,41.13600082,41.13600082,5374460.4
22/07/2010,41.48925076,42.09675007,41.4375,41.98425007,41.98425007,5736980.4
23/07/2010,41.93700027,42.96750069,41.70525055,42.84824924,42.84824924,11288900.4
26/07/2010,42.9,43.23524952,42.64575062,42.91574993,42.91574993,9732260.4
27/07/2010,43.03725014,43.12050076,42.39375,42.63000069,42.63000069,6112820.4
28/07/2010,42.57150021,42.84375,42.33075027,42.47475014,42.47475014,4195460.4
29/07/2010,42.78300076,42.89550076,42.06074924,42.40275021,42.40275021,5804660.4
30/07/2010,42.19124966,42.77400055,42.02249966,42.66374931,42.66374931,4940300.4
2/08/2010,43.14749966,43.46024952,42.91349945,43.32975082,43.32975082,5907980.4
3/08/2010,43.30275021,43.34325027,42.95625,43.12725048,43.12725048,4626020.4
4/08/2010,43.16999931,43.74824924,43.12050076,43.70099945,43.70099945,5328020.4
5/08/2010,43.67849979,43.67849979,43.32750034,43.50525055,43.50525055,4178180.4
6/08/2010,43.21949959,43.44449959,42.87299938,43.42425041,43.42425041,4949660.4
9/08/2010,43.43100014,43.89900055,43.38375034,43.81349945,43.81349945,5497580.4
10/08/2010,43.34099979,43.45349979,43.09575062,43.27125034,43.27125034,6703220.4
11/08/2010,42.70200062,42.73125,42.27899952,42.42975082,42.42975082,8804180.4
12/08/2010,41.93249931,42.40500069,41.79749966,42.21374931,42.21374931,9498620.4
13/08/2010,42.22050076,42.49499931,42.10575027,42.27899952,42.27899952,6993380.4
16/08/2010,42.20024986,42.33300076,41.94375,42.14174938,42.14174938,6556700.4
17/08/2010,42.53774986,43.04399986,42.33975048,42.74925041,42.74925041,8195780.4
18/08/2010,42.7875,42.87524986,42.44325027,42.74925041,42.74925041,6476420.4
19/08/2010,42.77400055,42.87750034,42.08100014,42.09225082,42.09225082,11994140.4
20/08/2010,43.85625,45.82274952,43.83149986,45.76875,45.76875,38195300.4
23/08/2010,45.31200027,45.91500034,44.86875,45.66299973,45.66299973,24462380.4
24/08/2010,44.79900055,46.08375034,44.76750069,45.89025021,45.89025021,24833900.4
25/08/2010,45.55949993,45.92400055,45.00600014,45.64275055,45.64275055,16545620.4
26/08/2010,45.66074924,45.89250069,45.10500069,45.11399918,45.11399918,12227780.4
27/08/2010,45.26924973,45.64499931,44.53125,45.48300076,45.48300076,10849340.4
30/08/2010,45.18824959,45.66299973,44.94074993,44.96324959,44.96324959,7985540.4
31/08/2010,44.81924973,45.29625034,44.76974945,45.12299938,45.12299938,10944380.4
1/09/2010,45.57524986,46.68224945,45.44250069,46.59000034,46.59000034,18769340.4
2/09/2010,46.49325027,47.30774918,46.41674938,47.20200062,47.20200062,13283660.4
3/09/2010,47.34600048,47.72624931,47.03100014,47.31674938,47.31674938,14829500.4
7/09/2010,47.17949924,47.50124931,47.14124966,47.32125034,47.32125034,7174460.4
8/09/2010,47.49675007,47.69025021,47.20649986,47.35275021,47.35275021,7903820.4
9/09/2010,47.84099979,47.85,46.78125,46.87125034,46.87125034,9255620.4
10/09/2010,47.06475048,47.25825062,46.61475048,46.81949959,46.81949959,8540660.4
13/09/2010,47.14575062,47.4,46.70250034,47.08274918,47.08274918,9146540.4
14/09/2010,46.66875,47.15250034,46.61475048,46.90049973,46.90049973,10686260.4
15/09/2010,46.83524952,46.89375,46.34250069,46.68224945,46.68224945,8365340.4
16/09/2010,46.58100014,46.88249931,46.48650055,46.70699959,46.70699959,7383620.4
17/09/2010,46.94550076,46.99499931,46.44375,46.66649952,46.66649952,9624620.4
20/09/2010,46.91175041,48.24824924,46.77450027,48.10649986,48.10649986,14443220.4
21/09/2010,48.02549973,48.06150055,47.55749931,47.71274986,47.71274986,8403860.4
22/09/2010,47.70374966,47.73524952,46.95,47.10525055,47.10525055,9389540.4
23/09/2010,46.92750034,47.27400055,46.65974979,46.83524952,46.83524952,7277780.4
24/09/2010,47.33249931,47.63625069,47.10300007,47.25149918,47.25149918,9025220.4
27/09/2010,47.24474945,47.29875069,46.68675041,46.73400021,46.73400021,6159980.4
28/09/2010,46.92299938,46.95,45.97350082,46.22324924,46.22324924,11173700.4
29/09/2010,46.25925007,46.45049973,45.41550007,45.95550041,45.95550041,13593620.4
30/09/2010,46.21200027,46.59000034,45.54375,45.55500069,45.55500069,12439460.4
1/10/2010,45.84524918,45.85875034,45.26699924,45.6,45.6,9248780.4
4/10/2010,45.53025055,45.82274952,45.12299938,45.61800041,45.61800041,8177780.4
5/10/2010,46.05,46.25475082,45.69449959,46.02975082,46.02975082,9434900.4
6/10/2010,46.07700062,46.07700062,42.43199959,44.01374931,44.01374931,58106540.4
7/10/2010,44.43449993,44.47274952,43.41074924,44.00699959,44.00699959,25901300.4
8/10/2010,44.00024986,44.43224945,43.55475082,44.22075062,44.22075062,12711260.4
11/10/2010,44.20724945,44.22524986,42.84600048,42.87975082,42.87975082,21529100.4
12/10/2010,42.85724945,44.33549938,42.62100048,44.13075027,44.13075027,23014820.4
13/10/2010,44.44799938,44.96775055,44.25674973,44.54474945,44.54474945,16549580.4
14/10/2010,44.59424973,44.68650055,44.03625069,44.55600014,44.55600014,9653060.4
15/10/2010,44.79000034,44.87324924,44.43675041,44.78549938,44.78549938,8370380.4
18/10/2010,44.90699959,44.90699959,43.79550076,44.16674938,44.16674938,12047780.4
19/10/2010,43.14524918,44.10825062,43.00124931,43.71674938,43.71674938,11134100.4
20/10/2010,43.91475048,44.20500069,43.39499931,43.89675007,43.89675007,6714740.4
21/10/2010,43.98224945,44.59650021,43.82249966,44.09250069,44.09250069,6481820.4
22/10/2010,44.13075027,44.89575062,43.95525055,44.68650055,44.68650055,6010580.4
25/10/2010,45.06674938,45.97125034,45.03975048,45.72375069,45.72375069,13717820.4
26/10/2010,45.52574959,45.77549973,45.22425041,45.56850014,45.56850014,7372460.4
27/10/2010,46.14675007,46.48874931,45.61125069,46.28849945,46.28849945,9940340.4
28/10/2010,46.39199924,46.52924938,45.71924973,46.275,46.275,5826260.4
29/10/2010,46.24124966,46.725,46.11750069,46.51574993,46.51574993,5488940.4
1/11/2010,46.57649918,46.60124931,45.73950062,45.99375,45.99375,6745700.4
2/11/2010,46.11074924,46.49774952,45.84300041,46.37175007,46.37175007,4971620.4
3/11/2010,46.45275021,46.70475082,45.96899986,46.60124931,46.60124931,7583060.4
4/11/2010,46.95,47.25600014,45.95774918,46.05674973,46.05674973,11367380.4
5/11/2010,46.23000069,46.30649986,45.69675007,45.86324959,45.86324959,7377860.4
8/11/2010,46.02750034,46.58774986,45.7125,46.1625,46.1625,8895980.4
9/11/2010,46.09050007,46.33799973,45.76425076,46.22324924,46.22324924,8552900.4
10/11/2010,46.22549973,46.97024918,46.14900055,46.92299938,46.92299938,9459740.4
11/11/2010,46.34474945,46.97024918,45.94875069,46.66425076,46.66425076,8124500.4
12/11/2010,46.40550041,46.98600082,46.19399986,46.27725048,46.27725048,6759380.4
15/11/2010,46.34250069,46.5,45.89474945,45.96674938,45.96674938,7306220.4
16/11/2010,45.71475048,45.96674938,44.97224979,45.37949924,45.37949924,8245460.4
17/11/2010,45.42224979,45.74850082,45.03524952,45.18375034,45.18375034,8641820.4
18/11/2010,45.85875034,46.61699924,45.76425076,46.44824924,46.44824924,18033140.4
19/11/2010,48.84000034,51.29474945,48.84000034,51.16650124,51.16650124,57058940.4
22/11/2010,50.84250069,51.94275055,50.83799973,51.86175041,51.86175041,20424260.4
23/11/2010,51.28349876,52.56150055,51.26999931,52.4625,52.4625,22956140.4
24/11/2010,52.30724945,53.12174835,52.04399986,53.06324959,53.06324959,15867020.4
26/11/2010,52.41750069,53.35124931,52.41750069,53.21175041,53.21175041,5654180.4
29/11/2010,52.8,53.25,52.4917511,52.75724945,52.75724945,12038420.4
30/11/2010,52.38374863,52.83374863,51.7019989,51.72450027,51.72450027,21503540.4
1/12/2010,52.36575165,53.02049904,52.33199959,52.80899849,52.80899849,10806860.4
2/12/2010,52.84950027,53.13299904,52.42875137,52.57950096,52.57950096,11119340.4
3/12/2010,52.32749863,52.84275055,52.32749863,52.53224945,52.53224945,8089580.4
6/12/2010,52.79775124,53.17799835,52.1519989,53.07674904,53.07674904,9507620.4
7/12/2010,53.925,54.08249931,53.04975014,53.07900124,53.07900124,13884500.4
8/12/2010,53.94524918,54.29399986,53.25,54.28050041,54.28050041,14441780.4
9/12/2010,54.43349876,54.43349876,53.53575096,53.81025124,53.81025124,11071460.4
10/12/2010,53.83725014,54.15,53.43899918,53.83725014,53.83725014,8766740.4
13/12/2010,54.12524986,54.14100151,52.75049973,52.7730011,52.7730011,10042580.4
14/12/2010,52.80224876,52.94624863,51,51.07200165,51.07200165,20361620.4
15/12/2010,50.92574959,51.41399918,50.56125069,50.93700027,50.93700027,13007540.4
16/12/2010,51.10799904,51.58050041,50.83125,51.34424973,51.34424973,8040260.4
17/12/2010,51.45,51.63224945,51.08999863,51.1125,51.1125,8300540.4
20/12/2010,51.17549973,51.225,50.10224876,50.59725151,50.59725151,9838100.4
21/12/2010,50.86274986,51.9,50.81549835,51.68174973,51.68174973,10641620.4
22/12/2010,51.50849876,51.63000069,50.83125,50.89424973,50.89424973,9277580.4
23/12/2010,50.82225151,50.97524986,50.3519989,50.87400055,50.87400055,7837580.4
27/12/2010,50.82900124,50.85375137,50.21474876,50.55224876,50.55224876,5725460.4
28/12/2010,50.72325096,50.72325096,50.16974945,50.39700165,50.39700165,3742940.4
29/12/2010,50.42624931,50.6332489,50.17425041,50.31374931,50.31374931,4837340.4
30/12/2010,50.21924973,50.41499863,50.01899986,50.15400124,50.15400124,4297700.4
31/12/2010,50.02799835,50.13824959,49.57350082,50.1,50.1,7234940.4
3/01/2011,50.3542511,51.48149986,50.3542511,51.13500137,51.13500137,10155980.4
4/01/2011,51.55124931,51.60525055,50.41499863,50.93025055,50.93025055,8103260.4
5/01/2011,51.07875137,52.40625,50.8875,52.39499931,52.39499931,12995300.4
6/01/2011,52.83600082,52.95525055,52.21949959,52.65149918,52.65149918,10593380.4
7/01/2011,52.65149918,52.65149918,51.5625,52.39950027,52.39950027,7632380.4
10/01/2011,52.12724876,52.61999931,51.9,52.49399986,52.49399986,5893580.4
11/01/2011,52.7707489,52.7707489,51.91575165,52.1519989,52.1519989,5431340.4
12/01/2011,52.55924835,52.66274986,51.95400124,52.26899986,52.26899986,5538980.4
13/01/2011,52.34775124,53.08799973,52.05749931,52.76625137,52.76625137,8519060.4
14/01/2011,52.575,53.3894989,52.52325096,53.35575027,53.35575027,6864140.4
18/01/2011,53.0542511,53.1644989,52.51200027,52.87425041,52.87425041,7460660.4
19/01/2011,52.94850082,52.98899918,51.63450165,52.08899918,52.08899918,8279300.4
20/01/2011,50.37225151,50.93475151,49.425,50.05274849,50.05274849,18613820.4
21/01/2011,50.28899918,50.8582489,50.1,50.15400124,50.15400124,8515820.4
24/01/2011,49.25400124,49.78050041,48.8625,49.16175041,49.16175041,14400380.4
25/01/2011,48.67125034,49.06949959,47.85674973,48.29325027,48.29325027,16004180.4
26/01/2011,49.06500034,49.44300041,48.85124931,49.26524849,49.26524849,9420500.4
27/01/2011,49.59150124,49.875,49.07175007,49.25400124,49.25400124,7247540.4
28/01/2011,49.70400124,50.55,49.51274986,50.01225014,50.01225014,14825180.4
31/01/2011,50.06399918,50.19900055,49.29225082,49.45649986,49.45649986,8811380.4
1/02/2011,49.65450096,50.33625069,49.2,50.01899986,50.01899986,7840820.4
2/02/2011,50.00099945,51.21600151,49.99200096,50.79300041,50.79300041,9075260.4
3/02/2011,50.78174973,51.10799904,50.30249863,50.58824959,50.58824959,7140620.4
4/02/2011,50.84024849,51.60975151,50.63100014,51.43874931,51.43874931,8186420.4
7/02/2011,51.46800041,51.60749931,51.04049835,51.20249863,51.20249863,8147540.4
8/02/2011,51.225,51.4207489,50.71424904,51.06750069,51.06750069,7587740.4
9/02/2011,50.89424973,51.06750069,50.38349876,50.65124931,50.65124931,5484620.4
10/02/2011,50.36100082,51.53100014,50.16750069,51.44100151,51.44100151,7757660.4
11/02/2011,51.33525124,52.36349945,51.02250137,52.23974876,52.23974876,7718420.4
14/02/2011,52.08899918,52.85625,52.08899918,52.39950027,52.39950027,6468500.4
15/02/2011,53.04524918,53.3625,52.23974876,52.46025124,52.46025124,8972660.4
16/02/2011,52.51875,52.71000137,52.24649849,52.51875,52.51875,5428460.4
17/02/2011,52.36349945,52.4625,51.94725151,52.11150055,52.11150055,7854140.4
18/02/2011,52.2375,52.67624931,52.0417511,52.59300041,52.59300041,7150700.4
22/02/2011,52.08450165,52.28249931,50.83349876,51.16875,51.16875,9079940.4
23/02/2011,51.14624863,51.60525055,49.72649918,50.4082489,50.4082489,11742860.4
24/02/2011,50.69850082,51.03824959,50.12250137,50.62200165,50.62200165,15714020.4
25/02/2011,53.1375,53.7,51.29024849,51.63675041,51.63675041,28601660.4
28/02/2011,51.19125137,51.31949959,49.28100014,50.16075096,50.16075096,24809780.4
1/03/2011,50.24850082,50.2980011,49.02899952,49.21125069,49.21125069,16448780.4
2/03/2011,49.3125,50.15174904,48.975,49.20224876,49.20224876,13979540.4
3/03/2011,49.63650055,50.02799835,49.22250137,49.66575165,49.66575165,12072620.4
4/03/2011,50.01899986,50.08874931,49.27649918,49.64325027,49.64325027,14304620.4
7/03/2011,49.42049904,49.86600151,48.57450027,49.20450096,49.20450096,13208780.4
8/03/2011,49.07400055,49.46324959,48.79499931,49.04699993,49.04699993,8367500.4
9/03/2011,48.88050041,49.21800041,48.56100082,49.13474979,49.13474979,7894460.4
10/03/2011,48.68474979,49.18650055,48.24375,49.01999931,49.01999931,11394020.4
11/03/2011,48.525,49.49024849,48.52274952,49.17075062,49.17075062,7429700.4
14/03/2011,48.66450062,49.26524849,48.34050007,48.51150055,48.51150055,10865180.4
15/03/2011,47.52599945,48.92324924,47.45399952,48.64875069,48.64875069,10397180.4
16/03/2011,48.61274986,49.25625,48.10875034,48.33600082,48.33600082,14922020.4
17/03/2011,48.72524986,48.80399952,47.87024918,47.92425041,47.92425041,10985420.4
18/03/2011,48.33375034,48.35175076,46.87350082,47.40225048,47.40225048,16808780.4
21/03/2011,47.57549973,48.78375034,47.15250034,48.39449959,48.39449959,12513620.4
22/03/2011,48.26850014,48.34724979,47.57100048,47.73524952,47.73524952,11150300.4
23/03/2011,47.60475082,48.03449993,47.17725048,47.87700062,47.87700062,9279740.4
24/03/2011,48.68249931,49.51499863,48.43499966,49.48125,49.48125,15489740.4
25/03/2011,49.50375137,49.70400124,49.02675076,49.07624931,49.07624931,10119620.4
28/03/2011,49.18425007,49.41374931,48.67125034,49.19774952,49.19774952,5796020.4
29/03/2011,48.99524918,49.52400055,48.77475014,49.06500034,49.06500034,7470380.4
30/03/2011,49.17975082,50.72549973,49.0875,50.66025124,50.66025124,14860460.4
31/03/2011,50.20575027,50.54100151,50.03025055,50.45550041,50.45550041,9859340.4
1/04/2011,50.76600151,51.15525055,50.38799973,50.5769989,50.5769989,10402580.4
4/04/2011,50.68500137,50.73899918,50.1269989,50.57475014,50.57475014,5396060.4
5/04/2011,50.3542511,50.6355011,49.97624931,50.46225014,50.46225014,8186780.4
6/04/2011,50.59499931,50.76374931,49.51274986,49.97174835,49.97174835,9170300.4
7/04/2011,50.4082489,50.70299835,50.1,50.54100151,50.54100151,9382340.4
8/04/2011,50.66700096,50.94599876,50.4375,50.69624863,50.69624863,8284700.4
11/04/2011,50.68050041,51.24300041,50.55,50.6894989,50.6894989,8485220.4
12/04/2011,50.28000069,50.42174835,49.83224945,50.28450165,50.28450165,8823980.4
13/04/2011,50.59725151,50.81775055,50.28450165,50.6355011,50.6355011,7403780.4
14/04/2011,50.3519989,50.63999863,50.1,50.32950096,50.32950096,6357980.4
15/04/2011,50.39474945,50.61299973,49.99424973,50.48924904,50.48924904,7047020.4
18/04/2011,50.20799904,50.325,49.77375069,50.14275055,50.14275055,7506020.4
19/04/2011,50.03700027,50.22599945,49.24499931,49.76924973,49.76924973,9509060.4
