Date,Close
2/01/2019,142.89375169697183
3/01/2019,143.07926097971534
4/01/2019,142.86757610840837
7/01/2019,143.4554425716115
8/01/2019,143.57385866188253
9/01/2019,143.66233079510425
10/01/2019,144.1479050006588
11/01/2019,144.12338460783565
14/01/2019,144.55756126938422
15/01/2019,144.57727732286776
16/01/2019,144.54363838758454
17/01/2019,144.50317075276433
18/01/2019,144.65867255294503
22/01/2019,144.7335216098281
23/01/2019,144.33714920337994
24/01/2019,144.41600171309886
25/01/2019,144.53590292532735
28/01/2019,145.1431335378859
29/01/2019,144.91891665182288
30/01/2019,144.82864750080094
31/01/2019,144.7632472941463
1/02/2019,144.9899849497504
4/02/2019,145.00268722500914
5/02/2019,145.16549949937962
6/02/2019,145.2874427939994
7/02/2019,145.3620660215544
8/02/2019,145.68449357939335
11/02/2019,145.94585573641874
12/02/2019,145.91152365047125
13/02/2019,145.75937829076557
14/02/2019,146.39005046933391
15/02/2019,146.11252896365303
19/02/2019,146.06519098890413
20/02/2019,145.9060610509112
21/02/2019,145.98001393498745
22/02/2019,146.29038349342795
25/02/2019,146.26651246270552
26/02/2019,146.57396912721612
27/02/2019,146.52944732692907
28/02/2019,146.59780830371835
1/03/2019,146.6028964046663
4/03/2019,147.38306925310465
5/03/2019,147.51569535086296
6/03/2019,147.7550452953709
7/03/2019,148.28061834363317
8/03/2019,148.54113765249082
11/03/2019,148.50353403031613
12/03/2019,148.76520414203677
13/03/2019,148.79949771217207
14/03/2019,148.19875107528014
15/03/2019,148.1069421817013
18/03/2019,148.33142717455462
19/03/2019,148.72190843587202
20/03/2019,148.77962476019573
21/03/2019,148.5387486921835
22/03/2019,148.10723751326373
25/03/2019,147.921288607858
26/03/2019,148.16018543269814
27/03/2019,148.4487291743647
28/03/2019,148.1868057417774
29/03/2019,147.53111966886598
1/04/2019,147.30606740589002
2/04/2019,147.41109993666805
3/04/2019,147.49972189546054
4/04/2019,148.2918476743055
5/04/2019,148.7191449585135
8/04/2019,148.6045179657229
9/04/2019,148.51372971649766
10/04/2019,149.1784329599889
11/04/2019,148.95652121397467
12/04/2019,149.5703253392418
15/04/2019,150.34074143374391
16/04/2019,150.35791323217015
17/04/2019,150.35995069305994
18/04/2019,150.44310898245217
22/04/2019,150.861719987826
23/04/2019,151.1633122599271
24/04/2019,151.34543762964338
25/04/2019,151.30952673873253
26/04/2019,151.70792452343647
29/04/2019,152.52054864117923
30/04/2019,152.80998570671872
1/05/2019,153.23194851648162
2/05/2019,153.20524586835097
3/05/2019,153.420052346717
6/05/2019,154.37096025990587
7/05/2019,154.0230399216329
8/05/2019,154.4607007933192
9/05/2019,154.00673414845025
10/05/2019,154.20464856222338
13/05/2019,153.9742992805642
14/05/2019,153.85579477712
15/05/2019,153.66625845960715
16/05/2019,154.55595138864103
17/05/2019,154.51013962132683
20/05/2019,154.10918249423787
21/05/2019,154.00373348637766
22/05/2019,153.89100348778229
23/05/2019,153.90508788121147
24/05/2019,154.270035808426
28/05/2019,154.74107703246676
29/05/2019,155.24680777712604
30/05/2019,155.15358923797453
31/05/2019,155.34386194276172
3/06/2019,155.7225246979515
4/06/2019,155.97677954358096
5/06/2019,155.53370673967402
6/06/2019,155.62806594352645
7/06/2019,155.2243691914462
10/06/2019,155.46074046201267
11/06/2019,155.70482731558462
12/06/2019,155.8609737808821
13/06/2019,155.85110204865182
14/06/2019,156.01442393282053
17/06/2019,155.97351311596006
18/06/2019,156.47903558689302
19/06/2019,156.82914448538673
20/06/2019,157.81749521887917
21/06/2019,158.27556492043215
24/06/2019,158.41614832832698
25/06/2019,158.15606780445222
26/06/2019,158.32158344096186
27/06/2019,158.90056189179523
28/06/2019,158.52471655343604
1/07/2019,158.6914394398726
2/07/2019,159.23485790718507
3/07/2019,160.17765860600218
5/07/2019,160.34986547479906
8/07/2019,160.27148195322573
